id,created_time,creator_id,modified_time,modifier_id,is_deleted,user_name,ipaddr,login_location,browser,os,status,msg,login_time
91,2023-12-16 11:36:26.000000,0,2023-12-16 11:36:26.000000,0,0,hjdhnx,127.0.0.1,,Edge 120.0.0,Windows 10,1,密码错误,2023-12-16 11:36:26.000000
92,2023-12-16 11:36:29.000000,0,2023-12-16 11:36:29.000000,0,0,hjdhnx,127.0.0.1,,Edge 120.0.0,Windows 10,1,用户账号尚未激活,2023-12-16 11:36:29.000000
93,2023-12-16 11:36:47.000000,0,2023-12-16 11:36:47.000000,0,0,hjdhnx,127.0.0.1,,Edge 120.0.0,Windows 10,0,登录成功,2023-12-16 11:36:47.000000
94,2023-12-16 12:47:42.000000,0,2023-12-16 12:47:42.000000,0,0,admin,127.0.0.1,,Edge 120.0.0,Windows 10,0,登录成功,2023-12-16 12:47:42.000000
95,2023-12-16 12:50:11.000000,0,2023-12-16 12:50:11.000000,0,0,hjdhnx,127.0.0.1,,Edge 120.0.0,Windows 10,0,登录成功,2023-12-16 12:50:11.000000
96,2023-12-17 13:49:34.000000,0,2023-12-17 13:49:34.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2023-12-17 13:49:34.000000
97,2023-12-17 13:49:42.000000,0,2023-12-17 13:49:42.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2023-12-17 13:49:42.000000
98,2023-12-17 14:11:13.000000,0,2023-12-17 14:11:13.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2023-12-17 14:11:13.000000
99,2023-12-17 14:51:31.000000,0,2023-12-17 14:51:31.000000,0,0,hjdhnx,127.0.0.1,,Edge 120.0.0,Windows 10,0,登录成功,2023-12-17 14:51:31.000000
100,2023-12-17 14:58:45.000000,0,2023-12-17 14:58:45.000000,0,0,hjdhnx,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2023-12-17 14:58:45.000000
101,2023-12-17 15:33:10.000000,0,2023-12-17 15:33:10.000000,0,0,hjdhnx,127.0.0.1,,Edge 120.0.0,Windows 10,0,登录成功,2023-12-17 15:33:10.000000
102,2023-12-17 15:37:34.000000,0,2023-12-17 15:37:34.000000,0,0,hjdhnx,127.0.0.1,,Edge 120.0.0,Windows 10,0,登录成功,2023-12-17 15:37:34.000000
103,2023-12-17 15:47:12.000000,0,2023-12-17 15:47:12.000000,0,0,hjdhnx,127.0.0.1,,Edge 120.0.0,Windows 10,0,登录成功,2023-12-17 15:47:12.000000
104,2023-12-17 16:49:11.000000,0,2023-12-17 16:49:11.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2023-12-17 16:49:11.000000
105,2023-12-17 16:49:27.000000,0,2023-12-17 16:49:27.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2023-12-17 16:49:27.000000
106,2023-12-17 16:53:08.000000,0,2023-12-17 16:53:08.000000,0,0,hjdhnx,127.0.0.1,,Edge 120.0.0,Windows 10,0,登录成功,2023-12-17 16:53:08.000000
107,2023-12-17 16:55:32.000000,0,2023-12-17 16:55:32.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2023-12-17 16:55:32.000000
108,2023-12-17 17:01:24.000000,0,2023-12-17 17:01:24.000000,0,0,hjdhnx,127.0.0.1,,Edge 120.0.0,Windows 10,0,登录成功,2023-12-17 17:01:24.000000
109,2023-12-17 17:01:45.000000,0,2023-12-17 17:01:45.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2023-12-17 17:01:45.000000
110,2023-12-17 17:01:54.000000,0,2023-12-17 17:01:54.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2023-12-17 17:01:54.000000
111,2023-12-17 17:05:01.000000,0,2023-12-17 17:05:01.000000,0,0,hjdhnx,127.0.0.1,,Edge 120.0.0,Windows 10,0,登录成功,2023-12-17 17:05:01.000000
112,2023-12-20 19:51:10.000000,0,2023-12-20 19:51:10.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2023-12-20 19:51:10.000000
113,2023-12-20 22:09:51.000000,0,2023-12-20 22:09:51.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2023-12-20 22:09:51.000000
114,2023-12-28 21:23:12.000000,0,2023-12-28 21:23:12.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2023-12-28 21:23:12.000000
115,2024-01-02 20:24:17.000000,0,2024-01-02 20:24:17.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-02 20:24:17.000000
116,2024-01-02 21:48:03.000000,0,2024-01-02 21:48:03.000000,0,0,admin2,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-02 21:48:03.000000
117,2024-01-02 22:12:01.000000,0,2024-01-02 22:12:01.000000,0,0,admin1,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-02 22:12:01.000000
118,2024-01-02 22:12:13.000000,0,2024-01-02 22:12:13.000000,0,0,admin2,127.0.0.1,,Chrome 120.0.0,Windows 10,1,密码错误,2024-01-02 22:12:13.000000
119,2024-01-02 22:12:17.000000,0,2024-01-02 22:12:17.000000,0,0,admin2,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-02 22:12:17.000000
120,2024-01-06 11:14:03.000000,0,2024-01-06 11:14:03.000000,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-06 11:14:03.000000
122,2024-01-07 07:58:56.834627,0,2024-01-07 07:58:56.834627,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-07 07:58:56.834627
123,2024-01-14 15:33:39.021930,0,2024-01-14 15:33:39.021930,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-14 15:33:39.021930
124,2024-01-15 15:38:28.026850,0,2024-01-15 15:38:28.026850,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-15 15:38:28.026850
125,2024-01-16 14:57:49.090758,0,2024-01-16 14:57:49.090758,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-16 14:57:49.090758
126,2024-01-17 04:29:56.596185,0,2024-01-17 04:29:56.596185,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-17 04:29:56.596185
127,2024-01-17 14:24:30.442154,0,2024-01-17 14:24:30.442154,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-17 14:24:30.442154
128,2024-01-17 14:29:34.470976,0,2024-01-17 14:29:34.470976,0,0,opt,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-17 14:29:34.470976
129,2024-01-17 14:30:06.952775,0,2024-01-17 14:30:06.952775,0,0,user,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-17 14:30:06.952775
130,2024-01-17 14:30:22.282952,0,2024-01-17 14:30:22.282952,0,0,hjdhnx,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-17 14:30:22.282952
131,2024-01-18 12:11:06.126766,0,2024-01-18 12:11:06.126766,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-18 12:11:06.126766
132,2024-01-18 14:43:41.272988,0,2024-01-18 14:43:41.272988,0,0,admin,192.168.31.49,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-18 14:43:41.272988
133,2024-01-18 14:43:56.089560,0,2024-01-18 14:43:56.089560,0,0,admin,192.168.31.10,,Chrome Mobile 108.0.5359,Android 13,0,登录成功,2024-01-18 14:43:56.089560
134,2024-01-21 08:29:30.378634,0,2024-01-21 08:29:30.378634,0,0,admin,192.168.31.49,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-21 08:29:30.378634
135,2024-01-21 11:52:51.853786,0,2024-01-21 11:52:51.853786,0,0,admin,192.168.31.10,,Chrome Mobile 108.0.5359,Android 13,0,登录成功,2024-01-21 11:52:51.853786
136,2024-01-25 12:13:22.843260,0,2024-01-25 12:13:22.843260,0,0,admin,192.168.31.49,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-25 12:13:22.843260
137,2024-01-25 14:16:59.107021,0,2024-01-25 14:16:59.107021,0,0,hjdhnx,192.168.31.49,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-25 14:16:59.107021
138,2024-01-31 14:03:24.919632,0,2024-01-31 14:03:24.919632,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-31 14:03:24.919632
139,2024-01-31 14:38:34.716371,0,2024-01-31 14:38:34.716371,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-31 14:38:34.716371
140,2024-01-31 15:10:56.644226,0,2024-01-31 15:10:56.644226,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-31 15:10:56.644226
141,2024-01-31 15:52:10.157777,0,2024-01-31 15:52:10.157777,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-31 15:52:10.157777
142,2024-01-31 15:52:18.240019,0,2024-01-31 15:52:18.240019,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-01-31 15:52:18.240019
143,2024-02-01 14:53:11.243666,0,2024-02-01 14:53:11.243666,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-02-01 14:53:11.243666
144,2024-02-01 13:18:05.568215,0,2024-02-01 13:18:05.568215,0,0,admin,127.0.0.1,,Chrome 121.0.0,Windows 10,0,登录成功,2024-02-01 13:18:05.568215
145,2024-02-02 13:38:04.785127,0,2024-02-02 13:38:04.785127,0,0,admin,127.0.0.1,,Chrome 120.0.0,Windows 10,0,登录成功,2024-02-02 13:38:04.785127
